cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
1,253,169,13-03-2022,34,22.12
2,252,134,19-02-2022,60,41.28
3,219,131,10-04-2022,6,43.03
4,208,139,27-07-2023,100,56.68
5,266,168,23-02-2022,66,35.35
6,256,171,17-02-2022,29,41.13
7,272,168,26-10-2022,43,32.97
8,257,163,15-08-2022,4,38.2
9,237,162,02-07-2023,2,17.07
10,263,177,22-02-2023,14,39.81
11,268,176,05-06-2023,10,38.84
12,290,183,26-04-2022,59,43.69
13,276,145,05-02-2022,60,27.64
14,277,103,18-02-2023,40,29.12
15,224,123,05-01-2022,78,45.56
16,220,112,01-07-2023,57,35.84
17,265,117,17-03-2023,54,29.64
18,299,158,19-12-2022,88,15.97
19,289,124,24-07-2022,46,23.36
20,278,199,19-05-2022,45,26.97
21,225,105,16-03-2023,41,30.04
22,297,175,19-07-2023,9,37.62
23,287,184,19-09-2022,70,35.13
24,283,129,28-01-2023,25,52.81
25,248,114,15-05-2023,9,23.87
26,218,178,15-05-2022,77,36.71
27,226,180,22-09-2022,77,56.58
28,213,123,12-08-2022,41,50.29
29,214,167,19-07-2023,7,36.51
30,292,171,26-08-2022,10,51.85
31,297,157,01-12-2021,92,52.87
32,243,115,04-07-2023,47,55.75
33,251,190,20-04-2023,6,30.69
34,276,158,23-05-2022,68,36.49
35,296,183,12-04-2023,97,24.98
36,214,152,31-05-2023,77,23.21
37,244,139,01-04-2022,86,48.25
38,276,172,24-02-2023,93,16.12
39,229,143,25-02-2022,37,33.08
40,282,157,17-02-2022,96,39.83
41,233,144,14-07-2023,11,32.24
42,224,168,29-05-2023,16,59.06
43,215,124,24-10-2022,30,50.89
44,247,113,30-04-2022,5,37.04
45,230,176,30-04-2023,10,52.1
46,255,168,08-07-2023,85,49.49
47,296,194,19-01-2023,66,53.58
48,296,164,18-10-2022,74,39.65
49,255,110,20-06-2023,58,56.21
50,205,136,08-07-2023,68,39.8
51,276,196,11-04-2023,33,29.41
52,211,139,12-01-2023,1,46.62
53,279,117,10-11-2022,41,52.51
54,277,127,09-11-2022,92,29.02
55,248,118,04-11-2022,95,24.67
56,236,113,23-11-2022,47,19.78
57,251,138,19-12-2022,16,22.4
58,280,137,12-02-2022,46,46.9
59,252,144,28-03-2022,99,32.9
60,250,102,14-04-2022,72,56.8
61,253,106,20-07-2023,34,19.32
62,233,132,01-04-2022,7,29.15
63,257,104,27-03-2022,9,50.24
64,289,112,28-08-2022,5,42.24
65,231,121,08-11-2022,0,54.13
66,260,177,27-12-2021,7,17.93
67,211,171,21-08-2022,63,27.82
68,204,152,23-03-2023,98,34.65
69,266,109,21-01-2023,82,17.31
70,300,133,20-04-2022,33,15.09
71,282,201,30-07-2023,83,56.31
72,225,174,16-12-2021,78,39.46
73,259,106,16-04-2022,42,19.61
74,278,172,29-09-2022,23,34.43
75,297,123,19-07-2022,80,23.61
76,287,140,04-12-2021,62,39.31
77,238,126,19-05-2023,47,33.72
78,246,186,24-05-2023,53,15.77
79,255,130,08-07-2022,4,46.72
80,218,155,18-06-2022,21,45.11
81,207,151,24-01-2022,1,22.82
82,223,110,17-02-2022,34,55.15
83,241,125,03-03-2022,36,48.63
84,282,189,13-08-2022,59,26.77
85,263,159,14-04-2022,95,25.31
86,275,200,13-06-2022,5,50.55
87,249,177,24-09-2022,91,49.88
88,211,109,28-01-2023,19,50.03
89,210,156,07-07-2022,41,54.75
90,225,181,11-01-2022,80,26.52
91,237,164,14-06-2023,53,41.11
92,227,159,10-02-2022,37,49.22
93,270,167,16-02-2022,37,38.87
94,280,163,11-06-2023,13,44.42
95,217,135,25-06-2023,47,15.82
96,247,198,31-03-2022,20,35.39
97,242,148,14-04-2023,15,55.5
98,239,159,15-01-2023,47,33.95
99,244,156,02-01-2022,65,41.86
100,278,177,27-08-2022,88,28.2
101,252,168,12-05-2022,14,51.83
102,203,147,19-07-2023,82,20.93
103,243,111,13-12-2022,27,58.41
104,224,125,10-07-2022,88,29.88
105,221,143,09-02-2022,95,21.06
106,247,189,07-05-2022,54,54.53
107,236,150,04-12-2022,37,46.58
108,290,138,07-03-2022,71,54.43
109,214,172,28-06-2023,39,45.1
110,291,178,30-01-2023,71,17.74
111,215,135,14-01-2023,96,55.76
112,255,181,10-09-2022,33,36.27
113,219,161,17-05-2023,59,15.46
114,237,116,20-01-2022,97,43.04
115,205,155,17-01-2023,83,28.1
116,243,108,19-07-2023,61,55.31
117,290,148,25-03-2023,19,23.83
118,289,193,02-09-2022,54,16.64
119,279,158,15-09-2022,0,31.93
120,224,160,28-07-2022,80,20.77
121,279,115,24-05-2022,15,45.58
122,204,109,25-04-2022,16,53.56
123,258,116,02-05-2023,13,43.53
124,267,171,28-07-2023,17,18.95
125,216,155,21-02-2022,52,25.21
126,273,143,04-12-2021,74,25.71
127,297,172,13-07-2023,31,46.77
128,211,145,02-12-2021,49,35.85
129,238,147,11-11-2022,81,51.33
130,258,146,06-05-2023,51,55.93
131,264,102,26-01-2023,40,19.16
132,298,133,14-03-2022,4,50.04
133,255,106,27-06-2022,42,35.03
134,242,142,07-06-2023,66,37.66
135,222,184,05-06-2022,33,53.26
136,276,197,29-12-2022,18,45.95
137,287,179,16-06-2023,16,34.58
138,254,188,04-01-2022,0,38.46
139,204,192,10-04-2023,40,28.92
140,223,111,28-10-2022,60,58.22
141,298,200,27-07-2023,29,42.77
142,251,163,05-11-2022,91,42.52
143,227,149,10-07-2022,57,17.36
144,218,161,08-04-2023,48,34.54
145,255,115,10-08-2022,72,42.03
146,269,179,31-03-2022,80,35.35
147,249,198,11-07-2022,98,19.93
148,268,174,24-04-2023,59,54.66
149,214,201,11-07-2022,11,32.61
150,255,155,01-01-2023,45,26.63
151,205,137,01-03-2022,100,59.86
152,204,134,07-04-2023,67,22.27
153,201,140,19-01-2022,20,40.51
154,244,112,22-08-2022,53,23.39
155,207,165,17-07-2022,33,52.39
156,267,123,03-01-2023,41,52.56
157,281,173,23-06-2022,14,49.58
158,230,121,25-07-2022,43,50.21
159,223,126,11-12-2022,9,18.54
160,208,184,10-01-2023,16,48.37
161,282,152,11-01-2023,12,18.87
162,298,137,08-05-2022,90,43.09
163,249,138,30-05-2023,71,54.34
164,299,149,08-04-2022,46,30.97
165,212,201,28-01-2022,39,47.21
166,222,157,04-02-2023,16,16.48
167,218,110,01-05-2022,46,35.74
168,254,180,27-06-2023,75,56.81
169,280,145,04-04-2022,96,18.8
170,273,168,25-06-2022,23,31.07
171,267,145,28-02-2023,21,56.48
172,290,138,26-07-2022,38,51.52
173,298,185,04-12-2021,12,18.71
174,267,134,24-10-2022,48,50.24
175,264,193,11-01-2023,58,53.51
176,228,193,28-07-2023,24,38.44
177,214,117,08-02-2022,85,23.97
178,288,172,14-03-2022,84,36.47
179,272,147,02-07-2023,42,20.18
180,264,170,20-02-2023,2,44.23
181,268,191,22-09-2022,13,37.94
182,240,190,10-05-2023,39,56.2
183,258,141,10-03-2023,10,55.3
184,212,194,08-03-2023,5,17.38
185,220,115,23-04-2022,86,38.9
186,259,165,08-07-2023,93,23.58
187,254,176,06-03-2022,32,49.97
188,238,117,13-11-2022,41,39.52
189,265,105,17-02-2023,39,31.5
190,267,188,12-01-2023,62,33.46
191,287,137,07-11-2022,82,41.24
192,247,101,06-02-2022,97,44.27
193,218,105,02-07-2022,74,23.02
194,236,140,24-09-2022,63,30.78
195,268,160,06-07-2023,0,22.86
196,272,164,14-05-2022,43,58.49
197,284,152,13-02-2023,32,20.16
198,232,167,31-01-2022,63,37.08
199,242,198,19-04-2022,17,30.02
200,291,133,04-01-2023,2,51.23
201,292,112,20-04-2022,71,31.31
202,281,179,25-06-2022,31,47.0
203,205,160,18-07-2023,34,41.31
204,234,166,05-10-2022,49,45.32
205,276,149,21-10-2022,89,57.67
206,251,146,04-09-2022,73,17.7
207,260,192,08-12-2022,7,57.9
208,223,132,05-06-2022,11,33.15
209,204,119,10-07-2022,91,17.32
210,233,134,18-06-2022,40,49.68
211,210,188,05-04-2022,2,17.22
212,233,187,22-04-2023,27,49.1
213,239,136,22-11-2022,66,54.93
214,288,112,01-04-2022,14,35.65
215,280,176,19-07-2022,41,35.99
216,233,155,02-04-2022,49,17.71
217,247,179,12-07-2022,6,53.39
218,295,105,02-01-2022,26,32.98
219,282,181,05-03-2023,99,59.34
220,207,158,09-06-2023,15,25.64
221,210,138,28-11-2022,77,39.92
222,268,195,10-07-2022,37,31.54
223,224,200,08-11-2022,76,42.27
224,287,171,25-06-2023,60,31.38
