cod_venda,cod_cliente,cod_produto,data_venda,qtd_vendida,valor_imposto
1,292,186,08-11-2022,94,58.43
2,259,109,24-12-2022,60,21.6
3,235,173,13-09-2022,25,29.3
4,253,151,31-07-2022,33,59.28
5,264,104,18-03-2023,37,33.51
6,229,146,21-05-2022,15,50.71
7,205,145,26-08-2022,8,38.41
8,236,179,09-07-2023,77,55.13
9,225,148,21-02-2023,4,28.41
10,252,159,06-11-2022,88,48.4
11,242,187,11-12-2021,16,20.41
12,210,201,08-12-2021,4,21.61
13,216,184,25-02-2022,57,15.88
14,237,113,03-01-2023,53,42.1
15,239,101,02-05-2022,0,15.99
16,293,142,13-12-2021,40,48.45
17,300,176,29-04-2022,59,15.67
18,257,197,15-06-2023,51,47.01
19,262,137,18-12-2021,64,48.05
20,209,199,06-07-2023,87,46.97
21,288,169,15-02-2022,33,18.05
22,225,154,28-01-2023,53,26.62
23,217,131,22-06-2022,66,31.98
24,247,142,28-09-2022,25,21.9
25,220,158,21-02-2023,55,59.41
26,233,162,15-04-2022,67,49.37
27,243,149,06-01-2023,46,57.98
28,297,140,31-03-2023,1,17.6
29,214,173,28-05-2022,26,53.15
30,273,143,24-09-2022,71,53.49
31,276,193,25-03-2023,70,27.55
32,220,159,16-11-2022,82,26.31
33,212,145,07-12-2022,72,41.39
34,282,110,26-03-2023,48,32.84
35,290,187,26-07-2023,88,39.06
36,218,198,28-03-2023,42,37.48
37,228,161,23-01-2022,8,36.53
38,250,121,12-05-2023,53,44.1
39,258,185,17-07-2023,75,50.29
40,242,143,07-07-2023,39,33.22
41,236,102,13-06-2023,81,15.16
42,235,139,26-09-2022,34,48.72
43,288,133,01-10-2022,37,25.27
44,227,145,05-07-2022,41,57.74
45,233,131,22-09-2022,70,32.82
46,236,185,12-07-2022,36,51.81
47,273,166,26-04-2022,30,58.32
48,255,146,29-07-2023,0,16.66
49,297,179,21-09-2022,67,43.52
50,262,182,28-10-2022,45,16.62
51,210,188,23-09-2022,18,23.76
52,286,164,15-05-2022,86,52.29
53,260,119,01-07-2022,99,48.65
54,293,105,27-02-2023,90,19.26
55,246,145,10-06-2022,91,46.76
56,278,115,13-12-2022,76,34.66
57,234,132,09-12-2022,69,23.76
58,241,146,25-03-2022,38,58.14
59,271,201,19-03-2022,36,50.07
60,262,167,31-01-2023,64,39.65
61,267,180,23-07-2022,24,53.73
62,257,148,07-09-2022,28,46.91
63,218,171,01-07-2023,48,59.54
64,298,160,25-10-2022,8,59.44
65,224,152,28-04-2022,71,59.72
66,249,116,03-02-2023,13,50.31
67,253,136,05-06-2022,50,51.77
68,232,196,21-05-2023,99,31.99
69,266,113,28-06-2023,75,44.53
70,291,131,11-02-2023,52,19.01
